ODS,Organisation,ClosedDate,PartyKey,ASID,Supplier,Product,Version,EndpointCreated,CCGCode,CCG
E84658,ASPRI MEDICAL CENTRE,,E84658-811455,621259431040,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20121210,W2U3Z,NHS NORTH WEST LONDON CCG
E84658,ASPRI MEDICAL CENTRE,,E84658-828670,200000018576,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E84663,KENTON BRIDGE MEDICAL CENTRE - DR RAJA,,E84663-818070,965781312040,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20141030,W2U3Z,NHS NORTH WEST LONDON CCG
E84663,KENTON BRIDGE MEDICAL CENTRE - DR RAJA,,E84663-828671,200000018577,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E84665,NEASDEN MEDICAL CENTRE,,E84665-812758,793396333049,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130226,W2U3Z,NHS NORTH WEST LONDON CCG
E84665,NEASDEN MEDICAL CENTRE,,E84665-828972,200000018881,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84674,CHICHELE ROAD SURGERY,,E84674-814691,958416543014,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130916,W2U3Z,NHS NORTH WEST LONDON CCG
E84674,CHICHELE ROAD SURGERY,,E84674-828974,200000018883,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84676,HEADSTONE LANE MEDICAL CENTRE,,E84676-811229,474041365047,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20121203,W2U3Z,NHS NORTH WEST LONDON CCG
E84676,HEADSTONE LANE MEDICAL CENTRE,,E84676-828672,200000018578,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E84678,PRESTON MEDICAL CENTRE,,E84678-814327,697681456045,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130724,W2U3Z,NHS NORTH WEST LONDON CCG
E84678,PRESTON MEDICAL CENTRE,,E84678-828975,200000018884,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84680,HEADSTONE ROAD SURGERY,,E84680-811245,347382707045,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20121203,W2U3Z,NHS NORTH WEST LONDON CCG
E84680,HEADSTONE ROAD SURGERY,,E84680-828673,200000018579,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E84681,SAVITA MEDICAL CENTRE,,E84681-811288,711808989042,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20121206,W2U3Z,NHS NORTH WEST LONDON CCG
E84681,SAVITA MEDICAL CENTRE,,E84681-828674,200000018580,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E84684,THE TUDOR HOUSE MEDICAL CENTRE,,E84684-812759,668755433046,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130226,W2U3Z,NHS NORTH WEST LONDON CCG
E84684,THE TUDOR HOUSE MEDICAL CENTRE,,E84684-828976,200000018885,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84685,SUDBURY SURGERY,,E84685-814433,250462650046,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130812,W2U3Z,NHS NORTH WEST LONDON CCG
E84685,SUDBURY SURGERY,,E84685-828977,200000018886,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84693,ST PETER'S MEDICAL CENTRE,,E84693-811472,434099363047,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20121210,W2U3Z,NHS NORTH WEST LONDON CCG
E84693,ST PETER'S MEDICAL CENTRE,,E84693-828675,200000018581,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E84696,PEEL PRECINCT SURGERY,20210831,E84696-812877,170712891010,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 3 LM with GPES,20130312,W2U3Z,NHS NORTH WEST LONDON CCG
E84696,PEEL PRECINCT SURGERY,20210831,E84696-828978,200000018887,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84699,KINGS EDGE MEDICAL CENTRE,,E84699-812741,810140962012,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130225,W2U3Z,NHS NORTH WEST LONDON CCG
E84699,KINGS EDGE MEDICAL CENTRE,,E84699-828979,200000018888,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84701,PEARL MEDICAL PRACTICE,,E84701-812449,631501071015,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130204,W2U3Z,NHS NORTH WEST LONDON CCG
E84701,PEARL MEDICAL PRACTICE,,E84701-828980,200000018889,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84702,WILLESDEN GREEN SURGERY,,E84702-817853,297032375042,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20140926,W2U3Z,NHS NORTH WEST LONDON CCG
E84702,WILLESDEN GREEN SURGERY,,E84702-828981,200000018890,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84704,ST GEORGES MEDICAL CENTRE,,E84704-814201,599709187042,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20130710,W2U3Z,NHS NORTH WEST LONDON CCG
E84704,ST GEORGES MEDICAL CENTRE,,E84704-828982,200000018891,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84709,WEMBLEY PARK DRIVE MEDICAL CENTRE,,E84709-815512,202833866041,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20131122,W2U3Z,NHS NORTH WEST LONDON CCG
E84709,WEMBLEY PARK DRIVE MEDICAL CENTRE,,E84709-828983,200000018892,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191204,W2U3Z,NHS NORTH WEST LONDON CCG
E84713,THE ENTERPRISE PRACTICE,,E84713-811470,008804303041,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS Web,Config 6 LM with GPES,20121210,W2U3Z,NHS NORTH WEST LONDON CCG
E84713,THE ENTERPRISE PRACTICE,,E84713-828676,200000018582,EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS),EMIS,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85001,THORNBURY ROAD CENTRE FOR HEALTH,,YGA-0021074,771437311042,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20130403,W2U3Z,NHS NORTH WEST LONDON CCG
E85001,THORNBURY ROAD CENTRE FOR HEALTH,,E85001-828795,200000018701,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85003,NORTH END MEDICAL CENTRE,,YGA-0021074,258253625010,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85003,NORTH END MEDICAL CENTRE,,E85003-828765,200000018671,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85004,ALBANY PRACTICE,,YGA-0021074,249777149041,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20130321,W2U3Z,NHS NORTH WEST LONDON CCG
E85004,ALBANY PRACTICE,,E85004-828796,200000018702,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85005,THE SURGERY DR DASGUPTA & PARTNERS,,YGA-0021074,330858255012,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85005,THE SURGERY DR DASGUPTA & PARTNERS,,E85005-828766,200000018672,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85006,WATERSIDE MEDICAL CENTRE,,YGA-0021074,101643044015,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85006,WATERSIDE MEDICAL CENTRE,,E85006-828423,200000018318,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85007,ST MARGARETS PRACTICE,,YGA-0021074,285979956015,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85007,ST MARGARETS PRACTICE,,E85007-828797,200000018703,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85008,NORTH FULHAM SURGERY,,YGA-0021074,970235028010,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85008,NORTH FULHAM SURGERY,,E85008-828767,200000018673,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85012,KS MEDICAL CENTRE,,YGA-0021074,805881746012,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85012,KS MEDICAL CENTRE,,E85012-828424,200000018319,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85013,WESTSEVEN GP,,YGA-0021074,342977175047,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140609,W2U3Z,NHS NORTH WEST LONDON CCG
E85013,WESTSEVEN GP,,E85013-828425,200000018320,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85014,NORTHFIELDS SURGERY,,YGA-0021074,401359456019,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85014,NORTHFIELDS SURGERY,,E85014-828426,200000018321,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85015,HOUNSLOW MEDICAL CENTRE,,YGA-0021074,468743984014,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85015,HOUNSLOW MEDICAL CENTRE,,E85015-828798,200000018704,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85016,RICHFORD GATE MEDICAL CENTRE,,YGA-0021074,684695792011,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85016,RICHFORD GATE MEDICAL CENTRE,,E85016-828768,200000018674,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85018,DR SOOD'S PRACTICE,,YGA-0021074,928358761015,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85018,DR SOOD'S PRACTICE,,E85018-828799,200000018705,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85019,CROWN STREET SURGERY,,YGA-0021074,319560820049,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140403,W2U3Z,NHS NORTH WEST LONDON CCG
E85019,CROWN STREET SURGERY,,E85019-828427,200000018322,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85020,BROOK GREEN MEDICAL CENTRE,,YGA-0021074,810686757016,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85020,BROOK GREEN MEDICAL CENTRE,,E85020-828769,200000018675,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85021,YEADING MEDICAL CENTRE,,YGA-0021074,200000014752,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20190513,W2U3Z,NHS NORTH WEST LONDON CCG
E85021,YEADING MEDICAL CENTRE,,E85021-828428,200000018323,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85023,CHEPSTOW GARDENS MEDICAL CENTRE,,YGA-0021074,884194100043,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140730,W2U3Z,NHS NORTH WEST LONDON CCG
E85023,CHEPSTOW GARDENS MEDICAL CENTRE,,E85023-828429,200000018324,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85024,CARLTON SURGERY,,YGA-0021074,378314463043,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20130403,W2U3Z,NHS NORTH WEST LONDON CCG
E85024,CARLTON SURGERY,,E85024-828800,200000018706,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85025,CASSIDY ROAD MEDICAL CENTRE,,YGA-0021074,055573603010,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85025,CASSIDY ROAD MEDICAL CENTRE,,E85025-828770,200000018676,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85026,GORDON HOUSE SURGERY,,YGA-0021074,758202346014,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140602,W2U3Z,NHS NORTH WEST LONDON CCG
E85026,GORDON HOUSE SURGERY,,E85026-828430,200000018325,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85028,HILLCREST SURGERY,,YGA-0021074,814533253047,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140514,W2U3Z,NHS NORTH WEST LONDON CCG
E85028,HILLCREST SURGERY,,E85028-828431,200000018326,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85029,THE MEDICAL CENTRE DR JEFFERIES & PARTN,,YGA-0021074,336362564013,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85029,THE MEDICAL CENTRE DR JEFFERIES & PARTN,,E85029-828771,200000018677,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85030,CHISWICK HEALTH PRACTICE,,YGA-0021074,521020922048,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20130529,W2U3Z,NHS NORTH WEST LONDON CCG
E85030,CHISWICK HEALTH PRACTICE,,E85030-828801,200000018707,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85032,ASHCHURCH SURGERY,,YGA-0021074,062940366016,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85032,ASHCHURCH SURGERY,,E85032-828772,200000018678,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85033,HAMMERSMITH SURGERY,,YGA-0021074,578668201010,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85033,HAMMERSMITH SURGERY,,E85033-828773,200000018679,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85034,GROSVENOR HOUSE SURGERY,,YGA-0021074,635044570045,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140317,W2U3Z,NHS NORTH WEST LONDON CCG
E85034,GROSVENOR HOUSE SURGERY,,E85034-828432,200000018327,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85035,MOUNT MEDICAL CENTRE,,YGA-0021074,959978447016,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20130613,W2U3Z,NHS NORTH WEST LONDON CCG
E85035,MOUNT MEDICAL CENTRE,,E85035-828802,200000018708,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85038,THE SURGERY DR MANGWANA & PARTNERS,,YGA-0021074,429595093015,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85038,THE SURGERY DR MANGWANA & PARTNERS,,E85038-828774,200000018680,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85040,WEST4 GPS,,YGA-0021074,772349306013,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20130327,W2U3Z,NHS NORTH WEST LONDON CCG
E85040,WEST4 GPS,,E85040-828803,200000018709,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85041,HANWELL HEALTH CENTRE (NAISH),,YGA-0021074,221986708040,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140718,W2U3Z,NHS NORTH WEST LONDON CCG
E85041,HANWELL HEALTH CENTRE (NAISH),,E85041-828433,200000018328,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85042,THE NEW SURGERY,,YGA-0021074,117846030015,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85042,THE NEW SURGERY,,E85042-828775,200000018681,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85045,TWICKENHAM PARK MEDICAL CENTRE,,YGA-0021074,070777974018,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85045,TWICKENHAM PARK MEDICAL CENTRE,,E85045-828804,200000018710,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85046,EASTMEAD AVENUE SURGERY,,YGA-0021074,183167625015,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140422,W2U3Z,NHS NORTH WEST LONDON CCG
E85046,EASTMEAD AVENUE SURGERY,,E85046-828434,200000018329,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85048,DR CANISIUS & DR HASAN PARKVIEW CFH&W,,YGA-0021074,679545697048,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140317,W2U3Z,NHS NORTH WEST LONDON CCG
E85048,DR CANISIUS & DR HASAN PARKVIEW CFH&W,,E85048-828776,200000018682,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85049,BELMONT MEDICAL CENTRE,,YGA-0021074,906623108014,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140827,W2U3Z,NHS NORTH WEST LONDON CCG
E85049,BELMONT MEDICAL CENTRE,,E85049-828435,200000018330,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85050,GREENFORD ROAD MEDCTR,,YGA-0021074,071849746012,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140506,W2U3Z,NHS NORTH WEST LONDON CCG
E85050,GREENFORD ROAD MEDCTR,,E85050-828436,200000018331,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85051,GREENFORD AVENUE FHP,,YGA-0021074,190940013047,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140618,W2U3Z,NHS NORTH WEST LONDON CCG
E85051,GREENFORD AVENUE FHP,,E85051-828437,200000018332,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85052,CRANFORD MEDICAL CENTRE,,YGA-0021074,935275753017,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85052,CRANFORD MEDICAL CENTRE,,E85052-828805,200000018711,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85053,THE MEDICAL CENTRE,,YGA-0021074,072407542017,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20150126,W2U3Z,NHS NORTH WEST LONDON CCG
E85053,THE MEDICAL CENTRE,,E85053-828438,200000018333,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85054,HILLVIEW SURGERY,,YGA-0021074,801761278044,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20141017,W2U3Z,NHS NORTH WEST LONDON CCG
E85054,HILLVIEW SURGERY,,E85054-828439,200000018334,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85055,THE BUSH DOCTORS,,YGA-0021074,239576682011,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85055,THE BUSH DOCTORS,,E85055-828777,200000018683,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85056,ST DAVIDS PRACTICE,,YGA-0021074,987287439010,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85056,ST DAVIDS PRACTICE,,E85056-828806,200000018712,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85057,QUEENS WALK PRACTICE,,E85057-0005336,650207594039,IN PRACTICE SYSTEMS LTD,Vision 3,DLM 380 QMT 3101 CONFIG 7,20050920,W2U3Z,NHS NORTH WEST LONDON CCG
E85057,QUEENS WALK PRACTICE,,YGA-0021074,200000000505,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20150526,W2U3Z,NHS NORTH WEST LONDON CCG
E85057,QUEENS WALK PRACTICE,,E85057-828440,200000018335,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85058,BLUE WING FAMILY DOCTOR UNIT,,YGA-0021074,132568614011,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85058,BLUE WING FAMILY DOCTOR UNIT,,E85058-828807,200000018713,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85059,CHESTNUT PRACTICE,,YGA-0021074,136585564018,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20130605,W2U3Z,NHS NORTH WEST LONDON CCG
E85059,CHESTNUT PRACTICE,,E85059-828808,200000018714,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85060,KINGFISHER PRACTICE,,YGA-0021074,050593871010,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140122,W2U3Z,NHS NORTH WEST LONDON CCG
E85060,KINGFISHER PRACTICE,,E85060-828809,200000018715,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85061,WELCOME PRACTICE,,YGA-0021074,883165246041,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140604,W2U3Z,NHS NORTH WEST LONDON CCG
E85061,WELCOME PRACTICE,,E85061-828441,200000018336,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85062,FIRSTCARE PRACTICE,,YGA-0021074,496921259016,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20130327,W2U3Z,NHS NORTH WEST LONDON CCG
E85062,FIRSTCARE PRACTICE,,E85062-828810,200000018716,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191202,W2U3Z,NHS NORTH WEST LONDON CCG
E85064,WEST END SURGERY,,YGA-0021074,699588992015,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20140815,W2U3Z,NHS NORTH WEST LONDON CCG
E85064,WEST END SURGERY,,E85064-828442,200000018337,THE PHOENIX PARTNERSHIP,TPP,GP Connect,20191125,W2U3Z,NHS NORTH WEST LONDON CCG
E85066,THE BEDFORD PARK SURGERY,,YGA-0021074,830853937043,THE PHOENIX PARTNERSHIP,SystmOne,601 Core GP2GPLM EPS2(AS),20150112,W2U3Z,NHS NORTH WEST LONDON CCG
