ODS,Organisation,ClosedDate,PartyKey,ASID,Supplier,Product,Version,EndpointCreated,CCGCode,CCG
E84702,"WILLESDEN GREEN SURGERY","",E84702-828981,200000018890,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191204,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E84704,"ST GEORGES MEDICAL CENTRE","",E84704-828982,200000018891,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191204,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E84709,"WEMBLEY PARK DRIVE MEDICAL CENTRE","",E84709-828983,200000018892,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191204,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E84713,"THE ENTERPRISE PRACTICE","",E84713-828676,200000018582,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85001,"THORNBURY ROAD CENTRE FOR HEALTH","",E85001-828795,200000018701,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85003,"NORTH END MEDICAL CENTRE","",E85003-828765,200000018671,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85004,"ALBANY PRACTICE","",E85004-828796,200000018702,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85005,"THE SURGERY DR DASGUPTA & PARTNERS","",E85005-828766,200000018672,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85006,"WATERSIDE MEDICAL CENTRE","",E85006-828423,200000018318,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85007,"ST MARGARETS PRACTICE","",E85007-828797,200000018703,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85008,"NORTH FULHAM SURGERY","",E85008-828767,200000018673,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85012,"KS MEDICAL CENTRE","",E85012-828424,200000018319,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85013,"WESTSEVEN GP","",E85013-828425,200000018320,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85014,"NORTHFIELDS SURGERY","",E85014-828426,200000018321,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85015,"HOUNSLOW MEDICAL CENTRE","",E85015-828798,200000018704,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85016,"RICHFORD GATE MEDICAL CENTRE","",E85016-828768,200000018674,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85018,"DR SOOD'S PRACTICE","",E85018-828799,200000018705,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85019,"CROWN STREET SURGERY","",E85019-828427,200000018322,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85020,"BROOK GREEN MEDICAL CENTRE","",E85020-828769,200000018675,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85021,"YEADING MEDICAL CENTRE","",E85021-828428,200000018323,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85023,"CHEPSTOW GARDENS MEDICAL CENTRE","",E85023-828429,200000018324,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85024,"CARLTON SURGERY","",E85024-828800,200000018706,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85025,"CASSIDY ROAD MEDICAL CENTRE","",E85025-828770,200000018676,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85026,"GORDON HOUSE SURGERY","",E85026-828430,200000018325,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85028,"HILLCREST SURGERY","",E85028-828431,200000018326,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85029,"THE MEDICAL CENTRE DR JEFFERIES & PARTN","",E85029-828771,200000018677,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85030,"CHISWICK HEALTH PRACTICE","",E85030-828801,200000018707,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85032,"ASHCHURCH SURGERY","",E85032-828772,200000018678,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85033,"HAMMERSMITH SURGERY","",E85033-828773,200000018679,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85034,"GROSVENOR HOUSE SURGERY","",E85034-828432,200000018327,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85035,"MOUNT MEDICAL CENTRE","",E85035-828802,200000018708,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85038,"THE SURGERY DR MANGWANA & PARTNERS","",E85038-828774,200000018680,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85040,"WEST4 GPS","",E85040-828803,200000018709,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85041,"HANWELL HEALTH CENTRE (NAISH)","",E85041-828433,200000018328,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85042,"THE NEW SURGERY","",E85042-828775,200000018681,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85045,"TWICKENHAM PARK MEDICAL CENTRE","",E85045-828804,200000018710,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85046,"EASTMEAD AVENUE SURGERY","",E85046-828434,200000018329,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85048,"DR CANISIUS & DR HASAN PARKVIEW CFH&W","",E85048-828776,200000018682,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85049,"BELMONT MEDICAL CENTRE","",E85049-828435,200000018330,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85050,"GREENFORD ROAD MEDCTR","",E85050-828436,200000018331,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85051,"GREENFORD AVENUE FHP","",E85051-828437,200000018332,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85052,"CRANFORD MEDICAL CENTRE","",E85052-828805,200000018711,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85053,"THE MEDICAL CENTRE","",E85053-828438,200000018333,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85054,"HILLVIEW SURGERY","",E85054-828439,200000018334,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85055,"THE BUSH DOCTORS","",E85055-828777,200000018683,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85056,"ST DAVIDS PRACTICE","",E85056-828806,200000018712,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85057,"QUEENS WALK PRACTICE","",E85057-828440,200000018335,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85058,"BLUE WING FAMILY DOCTOR UNIT","",E85058-828807,200000018713,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85059,"CHESTNUT PRACTICE","",E85059-828808,200000018714,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85060,"KINGFISHER PRACTICE","",E85060-828809,200000018715,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85061,"WELCOME PRACTICE","",E85061-828441,200000018336,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85062,"FIRSTCARE PRACTICE","",E85062-828810,200000018716,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85064,"WEST END SURGERY","",E85064-828442,200000018337,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85066,"THE BEDFORD PARK SURGERY","",E85066-828443,200000018338,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85069,"OLDFIELD FAMILY PRACTICE","",E85069-828444,200000018339,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85071,"CLIFFORD HOUSE MEDICAL CENTRE","",E85071-828811,200000018717,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85074,"WEST KENSINGTON GP SURGERY","",E85074-828778,200000018684,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85075,"CHISWICK FAMILY PRACTICE","",E85075-828445,200000018340,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85077,"SHEPHERDS BUSH MEDICAL CENTRE","",E85077-828779,200000018685,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85083,"DR SIVANESAN & PARTNER","",E85083-828446,200000018341,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85088,"ELMBANK SURGERY","",E85088-828447,200000018342,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85090,"HAMMOND ROAD SURGERY","",E85090-828448,200000018343,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85091,"BRUNSWICK ROAD MEDCTR","",E85091-828449,200000018344,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85096,"MEDICAL CENTRE","",E85096-828450,200000018345,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85098,"ISLIP MANOR MEDICAL CENTRE","",E85098-828451,200000018346,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85099,"THE AVENUE SURGERY","",E85099-828452,200000018347,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85103,"LADY MARGARET ROAD MEDICAL CENTRE","",E85103-828453,200000018348,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85105,"ALLENBY CLINIC","",E85105-828454,200000018349,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON CCG"
E85107,"THE MILL HILL SURGERY","",E85107-828455,200000018350,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85108,"MANDEVILLE MEDICAL CENTRE","",E85108-828456,200000018351,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85109,"THE ACTON HEALTH CENTRE","",E85109-828457,200000018352,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85111,"PERIVALE MEDICAL CLINIC","",E85111-828458,200000018353,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85112,"ELMTREES SURGERY","",E85112-828459,200000018354,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85113,"REDWOOD PRACTICE","",E85113-828812,200000018718,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85114,"CROSSLANDS SURGERY","",E85114-828813,200000018719,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85115,"PENTELOW PRACTICE","",E85115-828814,200000018720,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85116,"THE CUCKOO LANE PRACTICE","",E85116-828460,200000018355,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85118,"THE FULHAM MEDICAL CENTRE","",E85118-828780,200000018686,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85119,"THE MWH PRACTICE","",E85119-828461,200000018356,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85120,"THE ARGYLE SURGERY","",E85120-828462,200000018357,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85121,"GURU NANAK MEDICAL CENTRE","",E85121-828463,200000018358,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85122,"THE FLORENCE ROAD SURGERY","",E85122-828464,200000018359,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85123,"THE CORFTON ROAD SURGERY","",E85123-828465,200000018360,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85124,"GP AT HAND","",E85124-828781,200000018687,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85125,"STERNDALE SURGERY","",E85125-828782,200000018688,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85126,"GREEN PRACTICE","",E85126-828815,200000018721,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85127,"THE BARNABAS MEDICAL CTRE","",E85127-828466,200000018361,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85128,"SANDS END HEALTH CLINIC","",E85128-828783,200000018689,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85129,"THE MANSELL ROAD PRACTICE","",E85129-828467,200000018362,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85130,"CHISWICK FAMILY PRACTICE","",E85130-828468,200000018363,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85600,"WILLOW PRACTICE","",E85600-828816,200000018722,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85605,"BRENTFORD GROUP PRACTICE","",E85605-828817,200000018723,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85617,"ACTON TOWN MEDICAL CENTRE","",E85617-828469,200000018364,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85623,"SOMERSET MEDICAL CENTRE","",E85623-828470,200000018365,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85624,"DR UPPAL & PARTN PARKVIEW CTR FOR H&W","",E85624-828784,200000018690,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85625,"CHISWICK FAMILY DRS PRACTICE","",E85625-828818,200000018724,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85628,"ELTHORNE PARK SURGERY","",E85628-828471,200000018366,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85630,"WESTERN AVENUE SURGERY","",E85630-828472,200000018367,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85633,"THE SOUTHALL MEDICAL CTR","",E85633-828473,200000018368,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85635,"THE VALE SURGERY","",E85635-828474,200000018369,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85636,"PARK MEDICAL CENTRE","",E85636-828785,200000018691,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85640,"THE CHURCHFIELD ROAD SURGERY","",E85640-828475,200000018370,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85643,"MEADOW VIEW","",E85643-828476,200000018371,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85649,"FULHAM CROSS MEDICAL CENTRE","",E85649-828786,200000018692,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85656,"SUNRISE MEDICAL CENTRE","",E85656-828477,200000018372,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85657,"EALING PARK HEALTH CENTRE","",E85657-828478,200000018373,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85658,"HOLLY ROAD MEDICAL CENTRE","",E85658-828819,200000018725,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85659,"DR RK KUKAR PARKVIEW CTR FOR H&W","",E85659-828787,200000018693,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85663,"THE SALUJA CLINIC","",E85663-828479,200000018374,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85672,"SALISBURY SURGERY","",E85672-828788,200000018694,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON CCG"
E85677,"THE HORN LANE SURGERY","",E85677-828480,200000018375,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85680,"CLOISTER ROAD SURGERY","",E85680-828481,200000018376,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85681,"JERSEY PRACTICE","",E85681-828820,200000018726,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85682,"DORMERS WELLS MEDICAL CENTRE","",E85682-828421,200000018316,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85683,"GLEBE STREET SURGERY","",E85683-828821,200000018727,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85685,"THE LILYVILLE SURGERY","",E85685-828789,200000018695,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85687,"ACTON LANE MEDICAL CENTRE","",E85687-828482,200000018377,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85692,"WELLESLEY ROAD PRACTICE","",E85692-828822,200000018728,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85693,"GROVE PARK SURGERY","",E85693-828823,200000018729,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85694,"THE BOILEAU ROAD SURGERY","",E85694-828483,200000018378,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85696,"CLIFFORD ROAD SURGERY","",E85696-828824,200000018730,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85697,"GREENBROOK BEDFONT","",YGA-0021074,200000034258,"THE PHOENIX PARTNERSHIP",SystmOne,"CareConnect Booking Provider",20220613,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85699,"GROVE VILLAGE MEDICAL CENTRE","",E85699-828826,200000018732,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85700,"MANOR HOUSE PRACTICE","",E85700-828827,200000018733,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,07Y,"NHS HOUNSLOW CCG"
E85705,"THE BURLINGTON GARDENS SURGERY",20180430,YGA-0021074,7.29E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20141010,07W,"NHS EALING CCG"
E85707,"SKYWAYS MEDICAL CENTRE","",E85707-828828,200000018734,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85708,"GILL MEDICAL PRACTICE","",E85708-828829,200000018735,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85712,"GOODCARE PRACTICE","",E85712-828484,200000018379,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85713,"HOUNSLOW FAMILY PRACTICE","",E85713-828830,200000018736,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85714,"THE PITSHANGER LANE SURGERY","",E85714-828485,200000018380,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85715,"BROADMEAD SURGERY","",E85715-828486,200000018381,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85716,"BATH ROAD SURGERY","",E85716-828831,200000018737,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85718,"HATTON MEDICAL PRACTICE","",E85718-828832,200000018738,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85719,"ASHVILLE SURGERY","",E85719-828790,200000018696,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191202,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
E85721,"THE TOWN SURGERY","",E85721-828487,200000018383,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191125,W2U3Z,"NHS NORTH WEST LONDON ICB - W2U3Z"
